Crop_Year,Area,Rainfall,Pesticide,Ph,Price
1997,4243,3818.2,1315.33,5.5,2560.092421
1997,50,3818.2,15.5,5.5,2561.092421
1997,17175,3818.2,5324.25,5.5,2562.092421
1997,4688,3818.2,1453.28,5.5,2563.092421
1997,861,3818.2,266.91,5.5,2564.092421
1997,1909,3818.2,591.79,5.5,2565.092421
1997,20764,3818.2,6436.84,5.5,2566.092421
1997,6914,3818.2,2143.34,5.5,2567.092421
1997,105170,3818.2,32602.7,5.5,2568.092421
1997,1326,3818.2,411.06,5.5,2569.092421
1997,2804,3818.2,869.24,5.5,2570.092421
1997,898,3818.2,278.38,5.5,2571.092421
1997,82,3818.2,25.42,5.5,2572.092421
1997,5212,3818.2,1615.72,5.5,2573.092421
1997,3959,3818.2,1227.29,5.5,2574.092421
1997,742,3818.2,230.02,5.5,2575.092421
1997,1401,3818.2,434.31,5.5,2576.092421
1997,4287,3818.2,1328.97,5.5,2577.092421
1997,8058,1852.9,2497.98,5.5,2578.092421
1997,3630,1852.9,1125.3,5.5,2579.092421
1997,207,1852.9,64.17,5.5,2580.092421
1997,6116,1852.9,1895.96,5.5,2581.092421
1997,2674,1852.9,828.94,5.5,2582.092421
1997,660,1852.9,204.6,5.5,2583.092421
1997,24273,1852.9,7524.63,5.5,2584.092421
1997,26000,1852.9,8060,5.5,2585.092421
1997,64034,1852.9,19850.54,5.5,2586.092421
1997,25485,1852.9,7900.35,5.5,2587.092421
1997,29615,1852.9,9180.65,5.5,2588.092421
1997,5645,1852.9,1749.95,5.5,2589.092421
1997,948,1852.9,293.88,5.5,2590.092421
1997,641574,1852.9,198887.94,5.5,2591.092421
1997,25261,1852.9,7830.91,5.5,2592.092421
1997,16486,1852.9,5110.66,5.5,2593.092421
1997,35469,1852.9,10995.39,5.5,2594.092421
1997,51202,1852.9,15872.62,5.5,2595.092421
1997,9689,1852.9,3003.59,5.5,2596.092421
1997,1490,1852.9,461.9,5.5,2597.092421
1997,3269,1852.9,1013.39,5.5,2598.092421
1997,9959,1852.9,3087.29,5.5,2599.092421
1997,50808100,1852.9,15750511,5.5,2600.092421
1997,6512,1852.9,2018.72,5.5,2601.092421
1997,1279,1852.9,396.49,5.5,2602.092421
1997,284015,1852.9,88044.65,5.5,2603.092421
1997,12607,1852.9,3908.17,5.5,2604.092421
1997,327123,1852.9,101408.13,5.5,2605.092421
1997,423121,1852.9,131167.51,5.7,2606.092421
1997,1206829,1852.9,374116.99,5.7,2607.092421
1997,4270328,1852.9,1323801.68,5.7,2608.092421
1997,10800,1852.9,3348,5.7,2609.092421
1997,2015,1852.9,624.65,5.7,2610.092421
1997,127913,1852.9,39653.03,5.7,2611.092421
1997,5046,1852.9,1564.26,5.7,2612.092421
1997,1555,1852.9,482.05,5.7,2613.092421
1997,25797,1852.9,7997.07,5.7,2614.092421
1997,278,1852.9,86.18,5.7,2615.092421
1997,12481,1852.9,3869.11,5.7,2616.092421
1997,69271,1852.9,21474.01,5.7,2617.092421
1997,16694,1852.9,5175.14,5.7,2618.092421
1997,367374,1852.9,113885.94,5.7,2619.092421
1998,66,1434.5875,19.14,5.7,2620.092421
1998,149,1434.5875,43.21,5.7,2621.092421
1998,12,1434.5875,3.48,5.7,2622.092421
1998,2,1434.5875,0.58,5.7,2623.092421
1998,453,1434.5875,131.37,5.7,2624.092421
1998,8,1434.5875,2.32,5.7,2625.092421
1998,1046,1434.5875,303.34,5.7,2626.092421
1998,26,1434.5875,7.54,5.7,2627.092421
1998,112,1434.5875,32.48,5.7,2628.092421
1998,4945,1434.5875,1434.05,5.7,2629.092421
1998,13961,1434.5875,4048.69,5.7,2630.092421
1998,5716,1434.5875,1657.64,5.7,2631.092421
1998,147,1434.5875,42.63,5.7,2632.092421
1998,4,1434.5875,1.16,5.7,2633.092421
1998,2710,1434.5875,785.9,5.7,2634.092421
1998,649,1434.5875,188.21,5.7,2635.092421
1998,74457,2354.4,21592.53,5.7,2636.092421
1998,7657,2354.4,2220.53,5.7,2637.092421
1998,41885,2354.4,12146.65,5.7,2638.092421
1998,1728,2354.4,501.12,5.7,2639.092421
1998,20166,2354.4,5848.14,5.7,2640.092421
1998,1652,2354.4,479.08,5.7,2641.092421
1998,14724,2354.4,4269.96,5.7,2642.092421
1998,3002,2354.4,870.58,5.7,2643.092421
1998,78702,2354.4,22823.58,5.7,2644.092421
1998,10222,2354.4,2964.38,5.7,2645.092421
1998,19810,2354.4,5744.9,5.7,2646.092421
1998,5260,2354.4,1525.4,5.7,2647.092421
1998,8753,2354.4,2538.37,5.7,2648.092421
1998,8083,2354.4,2344.07,5.7,2649.092421
1998,116141,2354.4,33680.89,5.7,2650.092421
1998,76958,2354.4,22317.82,5.7,2651.092421
1998,288829,2354.4,83760.41,5.7,2652.092421
1998,594979,2354.4,172543.91,5.7,2653.092421
1998,223913,2354.4,64934.77,5.7,2654.092421
1998,1635230,2354.4,474216.7,5.7,2655.092421
1998,15940,2354.4,4622.6,5.7,2656.092421
1998,10547,2354.4,3058.63,5.7,2657.092421
1998,30571,2354.4,8865.59,5.7,2658.092421
1998,9433,2354.4,2735.57,5.7,2659.092421
1998,2798,2354.4,811.42,5.7,2660.092421
1998,1465,2354.4,424.85,5.7,2661.092421
1998,10729,2354.4,3111.41,5.7,2662.092421
1998,89591,2354.4,25981.39,5.7,2663.092421
1998,1500,2964.9,435,5.7,2664.092421
1998,1900,2964.9,551,5.7,2665.092421
1998,250,2964.9,72.5,5.7,2666.092421
1998,52875,2964.9,15333.75,5.7,2667.092421
1998,24858,2964.9,7208.82,5.7,2668.092421
1998,350,2964.9,101.5,5.7,2669.092421
1998,1048,2964.9,303.92,5.7,2670.092421
1998,8671,2964.9,2514.59,5.7,2671.092421
1998,1200,2964.9,348,5.7,2672.092421
1998,2500,2964.9,725,5.7,2673.092421
1998,41000,2964.9,11890,5.7,2674.092421
1998,15439,2964.9,4477.31,5.7,2675.092421
1998,1320,2964.9,382.8,5.7,2676.092421
1998,98047,1260.8,28433.63,5.7,2677.092421
1998,475396,1260.8,137864.84,5.7,2678.092421
1998,415816,1260.8,120586.64,5.7,2679.092421
1998,451,1260.8,130.79,5.7,2680.092421
1998,846,1260.8,245.34,5.7,2681.092421
1998,4387,1260.8,1272.23,5.7,2682.092421
1998,20218,1260.8,5863.22,5.7,2683.092421
1998,27246,1260.8,7901.34,5.7,2684.092421
1998,310399,1260.8,90015.71,5.7,2685.092421
1998,17935,1260.8,5201.15,5.7,2686.092421
1998,636495,1260.8,184583.55,5.7,2687.092421
1998,170319,1260.8,49392.51,5.7,2688.092421
1998,3574,1260.8,1036.46,5.7,2689.092421
1998,3896,1260.8,1129.84,5.7,2690.092421
1998,355326,1260.8,103044.54,5.7,2691.092421
1998,1012577,1260.8,293647.33,5.7,2692.092421
1998,217445,1260.8,63059.05,5.7,2693.092421
1998,189486,1260.8,54950.94,5.7,2694.092421
1998,134779,1260.8,39085.91,5.7,2695.092421
1998,420808,1260.8,122034.32,5.7,2696.092421
1998,1420162,1260.8,411846.98,5.7,2697.092421
1998,8897,1260.8,2580.13,5.7,2698.092421
1998,19806,1260.8,5743.74,5.7,2699.092421
1998,450472,1260.8,130636.88,5.7,2700.092421
1998,49922,1260.8,14477.38,5.7,2701.092421
1998,11974,1260.8,3472.46,5.7,2702.092421
1998,311720,1260.8,90398.8,5.7,2703.092421
1998,15627,1260.8,4531.83,5.7,2704.092421
1998,41853,1260.8,12137.37,5.7,2705.092421
1998,79921,1260.8,23177.09,5.7,2706.092421
1998,8882,1260.8,2575.78,5.8,2707.092421
1998,4797,1260.8,1391.13,5.8,2708.092421
1998,1730,1260.8,501.7,5.8,2709.092421
1998,494,1260.8,143.26,5.8,2710.092421
1998,1583,1260.8,459.07,5.8,2711.092421
1998,28755,1260.8,8338.95,5.8,2712.092421
1998,4173,1260.8,1210.17,5.8,2713.092421
1998,1137,1260.8,329.73,5.8,2714.092421
1998,268,1260.8,77.72,5.8,2715.092421
1998,986173,1260.8,285990.17,5.8,2716.092421
1998,33833,1260.8,9811.57,5.8,2717.092421
1998,10673,1260.8,3095.17,5.8,2718.092421
1998,6673,1260.8,1935.17,5.8,2719.092421
1998,1079193,1260.8,312965.97,5.8,2720.092421
1998,51782,1260.8,15016.78,5.8,2721.092421
1998,295830,1260.8,85790.7,5.8,2722.092421
1998,97487,1260.8,28271.23,5.8,2723.092421
1998,115250,1260.8,33422.5,5.8,2724.092421
1998,65309,1260.8,18939.61,5.8,2725.092421
1998,430676,1260.8,124896.04,5.8,2726.092421
1998,359514,1260.8,104259.06,5.8,2727.092421
1998,43156,1260.8,12515.24,5.8,2728.092421
1998,5007,1260.8,1452.03,5.8,2729.092421
1998,268981,1260.8,78004.49,5.8,2730.092421
1998,73639,3151.5,21355.31,5.8,2731.092421
1998,30521,3151.5,8851.09,5.8,2732.092421
1998,182384,3151.5,52891.36,5.8,2733.092421
1998,41449,3151.5,12020.21,5.8,2734.092421
1998,91268,3151.5,26467.72,5.8,2735.092421
1998,882288,3151.5,255863.52,5.8,2736.092421
1998,10999,3151.5,3189.71,5.8,2737.092421
1998,297,3151.5,86.13,5.8,2738.092421
1998,742,3151.5,215.18,5.8,2739.092421
1998,11107,3151.5,3221.03,5.8,2740.092421
1998,7021,3151.5,2036.09,5.8,2741.092421
1998,2177,3151.5,631.33,5.8,2742.092421
1998,1157,3151.5,335.53,5.8,2743.092421
1998,120217,3151.5,34862.93,5.8,2744.092421
1998,57700,3151.5,16733,5.8,2745.092421
1998,174714,3151.5,50667.06,5.8,2746.092421
1998,3303,3151.5,957.87,5.8,2747.092421
1998,6160,3151.5,1786.4,5.8,2748.092421
1998,1099,3151.5,318.71,5.8,2749.092421
1998,112774,3151.5,32704.46,5.8,2750.092421
1998,41,3151.5,11.89,5.8,2751.092421
1998,3706,3151.5,1074.74,5.8,2752.092421
1998,9585,6552.7,2779.65,5.8,2753.092421
1998,861,6552.7,249.69,5.8,2754.092421
1998,5194,6552.7,1506.26,5.8,2755.092421
1998,7549,6552.7,2189.21,5.8,2756.092421
1998,1764,6552.7,511.56,5.8,2757.092421
1998,7403,6552.7,2146.87,5.8,2758.092421
1998,463,6552.7,134.27,5.8,2759.092421
1998,4241,6552.7,1229.89,5.8,2760.092421
1998,51,6552.7,14.79,5.8,2761.092421
1998,17219,6552.7,4993.51,5.8,2762.092421
1998,4681,6552.7,1357.49,5.8,2763.092421
1998,871,6552.7,252.59,5.8,2764.092421
1998,1938,6552.7,562.02,5.8,2765.092421
1998,20753,6552.7,6018.37,5.8,2766.092421
1998,6916,6552.7,2005.64,5.8,2767.092421
1998,105402,6552.7,30566.58,5.8,2768.092421
1998,1322,6552.7,383.38,5.8,2769.092421
1998,2823,6552.7,818.67,5.8,2770.092421
1998,899,6552.7,260.71,5.8,2771.092421
1998,83,6552.7,24.07,5.8,2772.092421
1998,5181,6552.7,1502.49,5.8,2773.092421
1998,3963,6552.7,1149.27,5.8,2774.092421
1998,742,6552.7,215.18,5.8,2775.092421
1998,1375,6552.7,398.75,5.8,2776.092421
1998,4287,6552.7,1243.23,5.8,2777.092421
1998,8239,2152.5,2389.31,5.8,2778.092421
1998,2606,2152.5,755.74,5.8,2779.092421
1998,175,2152.5,50.75,5.8,2780.092421
1998,5938,2152.5,1722.02,5.8,2781.092421
1998,2875,2152.5,833.75,5.8,2782.092421
1998,54,2152.5,15.66,5.8,2783.092421
1998,24616,2152.5,7138.64,5.8,2784.092421
1998,200,2152.5,58,5.8,2785.092421
1998,64354,2152.5,18662.66,5.8,2786.092421
1998,9398,2152.5,2725.42,5.8,2787.092421
1998,23286,2152.5,6752.94,5.8,2788.092421
1998,30157,2152.5,8745.53,5.8,2789.092421
1998,4958,2152.5,1437.82,5.8,2790.092421
1998,886,2152.5,256.94,5.8,2791.092421
1998,612066,2152.5,177499.14,5.8,2792.092421
1998,23300,2152.5,6757,5.8,2793.092421
1998,10323,2152.5,2993.67,5.8,2794.092421
1998,38519,2152.5,11170.51,5.8,2795.092421
1998,51919,2152.5,15056.51,5.8,2796.092421
1998,9911,2152.5,2874.19,5.8,2797.092421
1998,822,2152.5,238.38,5.8,2798.092421
1998,2729,2152.5,791.41,5.8,2799.092421
1998,9320,2152.5,2702.8,5.8,2800.092421
1998,7587,2152.5,2200.23,5.8,2801.092421
1998,768,2152.5,222.72,5.8,2802.092421
1998,9230,2152.5,2676.7,5.8,2803.092421
1998,318199,2152.5,92277.71,5.8,2804.092421
1998,12895,2152.5,3739.55,5.8,2805.092421
1998,344358,2152.5,99863.82,5.8,2806.092421
1998,425002,2152.5,123250.58,5.8,2807.092421
1998,1450473,2152.5,420637.17,5.8,2808.092421
1998,4028620,2152.5,1168299.8,5.8,2809.092421
1998,48,2152.5,13.92,5.8,2810.092421
1998,1800,2152.5,522,5.8,2811.092421
1998,100425,2152.5,29123.25,5.8,2812.092421
1998,3742,2152.5,1085.18,5.8,2813.092421
1998,1235,2152.5,358.15,5.8,2814.092421
1998,800,2152.5,232,5.8,2815.092421
1998,26949,2152.5,7815.21,5.8,2816.092421
1998,149,2152.5,43.21,5.8,2817.092421
1998,12763,2152.5,3701.27,5.8,2818.092421
1998,58878,2152.5,17074.62,5.8,2819.092421
1998,15112,2152.5,4382.48,5.8,2820.092421
1998,367472,2152.5,106566.88,5.8,2821.092421
1999,73464,2201.8,19835.28,5.8,2822.092421
1999,7266,2201.8,1961.82,5.8,2823.092421
1999,41922,2201.8,11318.94,5.8,2824.092421
1999,1726,2201.8,466.02,5.8,2825.092421
1999,20238,2201.8,5464.26,5.8,2826.092421
1999,1637,2201.8,441.99,5.8,2827.092421
1999,14418,2201.8,3892.86,5.8,2828.092421
1999,2336,2201.8,630.72,5.8,2829.092421
1999,73545,2201.8,19857.15,5.8,2830.092421
1999,10248,2201.8,2766.96,5.8,2831.092421
1999,19708,2201.8,5321.16,5.8,2832.092421
1999,5177,2201.8,1397.79,5.8,2833.092421
1999,8904,2201.8,2404.08,5.8,2834.092421
1999,7365,2201.8,1988.55,5.8,2835.092421
1999,106576,2201.8,28775.52,5.8,2836.092421
1999,76748,2201.8,20721.96,5.8,2837.092421
1999,286241,2201.8,77285.07,5.8,2838.092421
1999,557220,2201.8,150449.4,5.8,2839.092421
1999,294654,2201.8,79556.58,5.8,2840.092421
1999,1793994,2201.8,484378.38,5.8,2841.092421
1999,15143,2201.8,4088.61,5.8,2842.092421
1999,10681,2201.8,2883.87,5.8,2843.092421
1999,29107,2201.8,7858.89,5.8,2844.092421
1999,8955,2201.8,2417.85,5.8,2845.092421
1999,2836,2201.8,765.72,5.8,2846.092421
1999,1373,2201.8,370.71,5.8,2847.092421
1999,10980,2201.8,2964.6,5.8,2848.092421
1999,76310,2201.8,20603.7,5.8,2849.092421
1999,1550,3879.3,418.5,5.8,2850.092421
1999,1950,3879.3,526.5,5.8,2851.092421
1999,275,3879.3,74.25,5.8,2852.092421
1999,53292,3879.3,14388.84,5.8,2853.092421
1999,24975,3879.3,6743.25,5.8,2854.092421
1999,350,3879.3,94.5,5.8,2855.092421
1999,1004,3879.3,271.08,5.8,2856.092421
1999,9227,3879.3,2491.29,5.8,2857.092421
1999,1000,3879.3,270,5.8,2858.092421
1999,1000,3879.3,270,5.8,2859.092421
1999,40500,3879.3,10935,5.8,2860.092421
1999,16213,3879.3,4377.51,5.8,2861.092421
1999,1335,3879.3,360.45,5.8,2862.092421
1999,81941,2914.6,22124.07,5.8,2863.092421
1999,39046,2914.6,10542.42,5.8,2864.092421
1999,198406,2914.6,53569.62,5.8,2865.092421
1999,41491,2914.6,11202.57,5.8,2866.092421
1999,89403,2914.6,24138.81,5.8,2867.092421
1999,925035,2914.6,249759.45,5.8,2868.092421
1999,4772,2914.6,1288.44,5.8,2869.092421
1999,312,2914.6,84.24,5.8,2870.092421
1999,849,2914.6,229.23,5.8,2871.092421
1999,11264,2914.6,3041.28,5.8,2872.092421
1999,6921,2914.6,1868.67,5.8,2873.092421
1999,2529,2914.6,682.83,5.8,2874.092421
1999,870,2914.6,234.9,5.8,2875.092421
1999,121525,2914.6,32811.75,5.8,2876.092421
1999,58021,2914.6,15665.67,5.8,2877.092421
1999,170228,2914.6,45961.56,5.8,2878.092421
1999,2612,2914.6,705.24,5.8,2879.092421
1999,5780,2914.6,1560.6,5.8,2880.092421
1999,989,2914.6,267.03,5.8,2881.092421
1999,111922,2914.6,30218.94,5.8,2882.092421
1999,44,2914.6,11.88,5.8,2883.092421
1999,3971,2914.6,1072.17,5.8,2884.092421
1999,9645,6200.3,2604.15,5.8,2885.092421
1999,871,6200.3,235.17,5.8,2886.092421
1999,5319,6200.3,1436.13,5.8,2887.092421
1999,27,6200.3,7.29,5.8,2888.092421
1999,7455,6200.3,2012.85,5.8,2889.092421
1999,1790,6200.3,483.3,5.8,2890.092421
1999,7606,6200.3,2053.62,5.8,2891.092421
1999,460,6200.3,124.2,5.8,2892.092421
1999,4235,6200.3,1143.45,5.8,2893.092421
1999,16637,6200.3,4491.99,5.8,2894.092421
1999,4457,6200.3,1203.39,5.8,2895.092421
1999,18339,6200.3,4951.53,5.8,2896.092421
1999,7042,6200.3,1901.34,5.8,2897.092421
1999,102482,6200.3,27670.14,5.8,2898.092421
1999,3929,6200.3,1060.83,5.8,2899.092421
1999,1304,6200.3,352.08,5.8,2900.092421
1999,1038,6200.3,280.26,6,2901.092421
1999,80,6200.3,21.6,6,2902.092421
1999,5220,6200.3,1409.4,6.3,2903.092421
1999,4022,6200.3,1085.94,6.1,2904.092421
1999,719,6200.3,194.13,5.9,2905.092421
1999,1458,6200.3,393.66,6,2906.092421
1999,65,1434.5875,17.55,5.8,2907.092421
1999,170,1434.5875,45.9,5.8,2908.092421
1999,282,1434.5875,76.14,5.8,2909.092421
1999,12,1434.5875,3.24,5.8,2910.092421
1999,210,1434.5875,56.7,5.8,2911.092421
1999,2214,1434.5875,597.78,5.8,2912.092421
1999,3,1434.5875,0.81,5.8,2913.092421
1999,357,1434.5875,96.39,5.8,2914.092421
1999,11,1434.5875,2.97,5.8,2915.092421
1999,133,1434.5875,35.91,5.8,2916.092421
1999,898,1434.5875,242.46,5.8,2917.092421
1999,3,1434.5875,0.81,5.8,2918.092421
1999,2453,1434.5875,662.31,5.8,2919.092421
1999,14,1434.5875,3.78,5.8,2920.092421
1999,63,1434.5875,17.01,5.8,2921.092421
1999,124,1434.5875,33.48,5.8,2922.092421
1999,64,1434.5875,17.28,5.8,2923.092421
1999,25444,1434.5875,6869.88,5.8,2924.092421
1999,2798,1434.5875,755.46,5.8,2925.092421
1999,365,1434.5875,98.55,5.8,2926.092421
1999,3159,1434.5875,852.93,5.8,2927.092421
1999,7677,2318.1,2072.79,5.8,2928.092421
1999,3077,2318.1,830.79,5.8,2929.092421
1999,146,2318.1,39.42,5.8,2930.092421
1999,5077,2318.1,1370.79,5.8,2931.092421
1999,2875,2318.1,776.25,5.8,2932.092421
1999,35,2318.1,9.45,5.8,2933.092421
1999,24216,2318.1,6538.32,5.8,2934.092421
1999,750,2318.1,202.5,5.8,2935.092421
1999,16849,2318.1,4549.23,5.8,2936.092421
1999,46293,2318.1,12499.11,5.8,2937.092421
1999,9165,2318.1,2474.55,5.8,2938.092421
1999,26618,2318.1,7186.86,5.8,2939.092421
1999,4804,2318.1,1297.08,5.8,2940.092421
1999,6098,2318.1,1646.46,5.8,2941.092421
1999,23233,2318.1,6272.91,5.8,2942.092421
1999,4326,2318.1,1168.02,5.8,2943.092421
1999,1156,2318.1,312.12,5.8,2944.092421
1999,613923,2318.1,165759.21,5.8,2945.092421
1999,23091,2318.1,6234.57,5.8,2946.092421
1999,9855,2318.1,2660.85,5.8,2947.092421
1999,35129,2318.1,9484.83,5.8,2948.092421
1999,58760,2318.1,15865.2,5.8,2949.092421
1999,8864,2318.1,2393.28,5.8,2950.092421
1999,578,2318.1,156.06,5.8,2951.092421
1999,2375,2318.1,641.25,5.8,2952.092421
1999,7947,2318.1,2145.69,5.8,2953.092421
1999,6733,2318.1,1817.91,5.8,2954.092421
1999,783,2318.1,211.41,5.8,2955.092421
1999,7041,2318.1,1901.07,5.8,2956.092421
1999,2478,2318.1,669.06,5.8,2957.092421
1999,313373,2318.1,84610.71,5.8,2958.092421
1999,12489,2318.1,3372.03,5.8,2959.092421
1999,345961,2318.1,93409.47,5.8,2960.092421
1999,427155,2318.1,115331.85,5.8,2961.092421
1999,1474338,2318.1,398071.26,5.8,2962.092421
1999,4248946,2318.1,1147215.42,5.8,2963.092421
1999,60,2318.1,16.2,5.8,2964.092421
1999,1448,2318.1,390.96,5.8,2965.092421
1999,107,2318.1,28.89,5.8,2966.092421
1999,891,2318.1,240.57,5.8,2967.092421
1999,102044,2318.1,27551.88,5.8,2968.092421
1999,2510,2318.1,677.7,5.8,2969.092421
1999,3702,2318.1,999.54,5.8,2970.092421
1999,1505,2318.1,406.35,5.8,2971.092421
1999,730,2318.1,197.1,5.8,2972.092421
1999,22883,2318.1,6178.41,5.8,2973.092421
1999,150,2318.1,40.5,5.8,2974.092421
1999,11442,2318.1,3089.34,5.8,2975.092421
1999,13283,2318.1,3586.41,5.8,2976.092421
1999,60254,2318.1,16268.58,5.8,2977.092421
1999,18527,2318.1,5002.29,5.8,2978.092421
1999,364155,2318.1,98321.85,5.8,2979.092421
2000,262,935.6,68.12,5.8,2980.092421
2000,507366,935.6,131915.16,5.8,2981.092421
2000,6098,935.6,1585.48,5.8,2982.092421
2000,129475,935.6,33663.5,5.8,2983.092421
2000,14229,935.6,3699.54,5.8,2984.092421
2000,49051,935.6,12753.26,5.8,2985.092421
2000,145315,935.6,37781.9,5.8,2986.092421
2000,398561,935.6,103625.86,5.8,2987.092421
2000,102646,935.6,26687.96,5.8,2988.092421
2000,58441,935.6,15194.66,5.8,2989.092421
2000,1021721,935.6,265647.46,5.8,2990.092421
2000,183741,935.6,47772.66,5.8,2991.092421
2000,54262,935.6,14108.12,5.8,2992.092421
2000,2329,935.6,605.54,5.8,2993.092421
2000,100,935.6,26,5.8,2994.092421
2000,200763,935.6,52198.38,5.8,2995.092421
2000,1601349,935.6,416350.74,5.8,2996.092421
2000,272468,935.6,70841.68,5.8,2997.092421
2000,13824,935.6,3594.24,5.8,2998.092421
2000,64789,935.6,16845.14,5.8,2999.092421
2000,332435,935.6,86433.1,5.8,3000.092421
2000,344493,935.6,89568.18,5.8,3001.092421
2000,5486,935.6,1426.36,5.8,3002.092421
2000,430544,935.6,111941.44,5.8,3003.092421
2000,97123,935.6,25251.98,5.8,3004.092421
2000,77823,935.6,20233.98,5.8,3005.092421
2000,392017,935.6,101924.42,5.8,3006.092421
2000,128365,935.6,33374.9,5.8,3007.092421
2000,18452,935.6,4797.52,5.8,3008.092421
2000,17058,935.6,4435.08,5.8,3009.092421
2000,13248,935.6,3444.48,5.8,3010.092421
2000,14200,935.6,3692,5.8,3011.092421
2000,19850,935.6,5161,5.8,3012.092421
2000,2489,935.6,647.14,5.8,3013.092421
2000,83492,935.6,21707.92,5.8,3014.092421
2000,15760,935.6,4097.6,5.8,3015.092421
2000,4482,935.6,1165.32,5.8,3016.092421
2000,3003673,935.6,780954.98,5.8,3017.092421
2000,1239053,935.6,322153.78,5.8,3018.092421
2000,16198,935.6,4211.48,5.8,3019.092421
2000,143737,935.6,37371.62,5.8,3020.092421
2000,39066,935.6,10157.16,5.8,3021.092421
2000,64766,935.6,16839.16,5.8,3022.092421
2000,1961,935.6,509.86,5.8,3023.092421
2000,237150,935.6,61659,5.8,3024.092421
2000,197261,935.6,51287.86,5.8,3025.092421
2000,1938,935.6,503.88,5.8,3026.092421
2000,21506,935.6,5591.56,5.8,3027.092421
2000,126144,935.6,32797.44,5.8,3028.092421
2000,99423,935.6,25849.98,5.8,3029.092421
2000,455864,935.6,118524.64,5.8,3030.092421
2000,14261,935.6,3707.86,5.8,3031.092421
2000,73237,1965.5,19041.62,5.8,3032.092421
2000,7280,1965.5,1892.8,5.8,3033.092421
2000,42534,1965.5,11058.84,5.8,3034.092421
2000,1662,1965.5,432.12,5.8,3035.092421
2000,20913,1965.5,5437.38,5.8,3036.092421
